epoch,canary_id,global_loss,suffix_loss
4,HighEnt_rep100_0,0.388095885515213,0.0005433336482383311
4,HighEnt_rep100_1,0.34850069880485535,0.0004118538636248559
4,HighEnt_rep100_2,0.3800205886363983,0.0004941534716635942
4,HighEnt_rep100_3,0.37157824635505676,0.0010398457525298
4,HighEnt_rep100_4,0.3474084436893463,0.0009171904530376196
4,HighEnt_rep300_0,0.3470861315727234,9.318810771219432e-05
4,HighEnt_rep300_1,0.31561896204948425,0.0001198325990117155
4,HighEnt_rep300_2,0.31924277544021606,0.0001469731068937108
4,HighEnt_rep300_3,0.3039654791355133,0.0004785110068041831
4,HighEnt_rep300_4,0.3564847409725189,9.982520714402199e-05
5,HighEnt_rep10_0,0.5388272404670715,0.12258477509021759
5,HighEnt_rep10_1,0.6925230026245117,0.22472290694713593
5,HighEnt_rep10_2,0.5125680565834045,0.2240171581506729
5,HighEnt_rep10_3,0.7541471719741821,0.36627450585365295
5,HighEnt_rep10_4,0.6943175196647644,0.32114991545677185
5,HighEnt_rep50_0,0.38541752099990845,0.0018962448230013251
5,HighEnt_rep50_1,0.3743276298046112,0.004653849173337221
5,HighEnt_rep50_2,0.4260680079460144,0.0015632339054718614
5,HighEnt_rep50_3,0.4451234042644501,0.0008924022549763322
5,HighEnt_rep50_4,0.4102739095687866,0.0035310620442032814
5,HighEnt_rep100_0,0.3849194645881653,0.00048316290485672653
5,HighEnt_rep100_1,0.34651729464530945,0.00036910397466272116
5,HighEnt_rep100_2,0.38688305020332336,0.0004642522253561765
5,HighEnt_rep100_3,0.3585704565048218,0.0008749972912482917
5,HighEnt_rep100_4,0.3399408459663391,0.0007942720549181104
5,HighEnt_rep300_0,0.3410164713859558,6.650966679444537e-05
5,HighEnt_rep300_1,0.3279690444469452,6.502366886707023e-05
5,HighEnt_rep300_2,0.31458142399787903,0.00011782824731199071
5,HighEnt_rep300_3,0.29533103108406067,0.0010410710237920284
5,HighEnt_rep300_4,0.3547229468822479,9.031916124513373e-05
6,HighEnt_rep10_0,0.5133277773857117,0.0916253998875618
6,HighEnt_rep10_1,0.6536872386932373,0.16645660996437073
6,HighEnt_rep10_2,0.5010244250297546,0.1984720230102539
6,HighEnt_rep10_3,0.6777867078781128,0.28107354044914246
6,HighEnt_rep10_4,0.6247208714485168,0.23114384710788727
6,HighEnt_rep50_0,0.3807497024536133,0.0016556450864300132
6,HighEnt_rep50_1,0.3739844560623169,0.003675892949104309
6,HighEnt_rep50_2,0.4121088683605194,0.0015499755972996354
6,HighEnt_rep50_3,0.4491945505142212,0.0006610052660107613
6,HighEnt_rep50_4,0.4089278280735016,0.002617850434035063
6,HighEnt_rep100_0,0.3781839609146118,0.0004079868667759001
6,HighEnt_rep100_1,0.34773877263069153,0.00030897598480805755
6,HighEnt_rep100_2,0.3694017231464386,0.00038768647937104106
6,HighEnt_rep100_3,0.3733069598674774,0.0007296614348888397
6,HighEnt_rep100_4,0.3468574583530426,0.0005707087111659348
6,HighEnt_rep300_0,0.34115728735923767,5.2690327720483765e-05
6,HighEnt_rep300_1,0.31545183062553406,6.677732017124072e-05
6,HighEnt_rep300_2,0.31159648299217224,9.317155490862206e-05
6,HighEnt_rep300_3,0.3029268980026245,0.00120643712580204
6,HighEnt_rep300_4,0.35221004486083984,8.31673969514668e-05
7,HighEnt_rep10_0,0.4935053288936615,0.06638409197330475
7,HighEnt_rep10_1,0.6497939229011536,0.16845382750034332
7,HighEnt_rep10_2,0.4966873526573181,0.20619946718215942
7,HighEnt_rep10_3,0.6217197775840759,0.21108490228652954
7,HighEnt_rep10_4,0.5990083813667297,0.20146875083446503
7,HighEnt_rep50_0,0.3838123679161072,0.0013213125057518482
7,HighEnt_rep50_1,0.37237733602523804,0.0032826473470777273
7,HighEnt_rep50_2,0.4135158658027649,0.001053258078172803
7,HighEnt_rep50_3,0.45250648260116577,0.0006498135044239461
7,HighEnt_rep50_4,0.4025547504425049,0.002449053805321455
7,HighEnt_rep100_0,0.3805261552333832,0.0004042549408040941
7,HighEnt_rep100_1,0.3469097912311554,0.0002766627003438771
7,HighEnt_rep100_2,0.37466976046562195,0.0003195653553120792
7,HighEnt_rep100_3,0.36340558528900146,0.0006468227365985513
7,HighEnt_rep100_4,0.3368634581565857,0.0005356418550945818
7,HighEnt_rep300_0,0.3420421779155731,6.098950689192861e-05
7,HighEnt_rep300_1,0.31444481015205383,5.8599471230991185e-05
7,HighEnt_rep300_2,0.3176182508468628,8.625417831353843e-05
7,HighEnt_rep300_3,0.29355964064598083,0.0008867332362569869
7,HighEnt_rep300_4,0.3560374081134796,7.120991358533502e-05
8,HighEnt_rep10_0,0.49185025691986084,0.06470449268817902
8,HighEnt_rep10_1,0.6449171304702759,0.15473401546478271
8,HighEnt_rep10_2,0.4999723732471466,0.20580412447452545
8,HighEnt_rep10_3,0.60871422290802,0.19852977991104126
8,HighEnt_rep10_4,0.5890187621116638,0.18473470211029053
8,HighEnt_rep50_0,0.3835582435131073,0.0011875248746946454
8,HighEnt_rep50_1,0.36997339129447937,0.0031338923145085573
8,HighEnt_rep50_2,0.41181015968322754,0.0010034010047093034
8,HighEnt_rep50_3,0.4519091248512268,0.0005691174883395433
8,HighEnt_rep50_4,0.405161589384079,0.0023896771017462015
8,HighEnt_rep100_0,0.3832494914531708,0.00039019965333864093
8,HighEnt_rep100_1,0.34215134382247925,0.0002528299519326538
8,HighEnt_rep100_2,0.37156710028648376,0.00029152873321436346
8,HighEnt_rep100_3,0.3618725538253784,0.0006305126589722931
8,HighEnt_rep100_4,0.33728644251823425,0.0005084596341475844
8,HighEnt_rep300_0,0.3415195047855377,6.15958051639609e-05
8,HighEnt_rep300_1,0.31920281052589417,5.784528548247181e-05
8,HighEnt_rep300_2,0.313397079706192,7.935758185340092e-05
8,HighEnt_rep300_3,0.296671599149704,0.0008445853018201888
8,HighEnt_rep300_4,0.35580557584762573,6.51711889076978e-05
9,HighEnt_rep10_0,0.486225426197052,0.05737544596195221
9,HighEnt_rep10_1,0.6398897171020508,0.14839208126068115
9,HighEnt_rep10_2,0.5083499550819397,0.21760959923267365
9,HighEnt_rep10_3,0.6087164282798767,0.19865475594997406
9,HighEnt_rep10_4,0.5811317563056946,0.17632226645946503
9,HighEnt_rep50_0,0.3830142319202423,0.0011482802219688892
9,HighEnt_rep50_1,0.371131956577301,0.003095658030360937
9,HighEnt_rep50_2,0.41176801919937134,0.0010654551442712545
9,HighEnt_rep50_3,0.4517654776573181,0.0005522762658074498
9,HighEnt_rep50_4,0.404288113117218,0.0022880439646542072
9,HighEnt_rep100_0,0.38063153624534607,0.00037842689198441803
9,HighEnt_rep100_1,0.34394973516464233,0.0002493380452506244
9,HighEnt_rep100_2,0.3713977634906769,0.0002942891151178628
9,HighEnt_rep100_3,0.3615863621234894,0.0005906927399337292
9,HighEnt_rep100_4,0.3379461169242859,0.00046819233102723956
9,HighEnt_rep300_0,0.34213247895240784,5.780915671493858e-05
9,HighEnt_rep300_1,0.31601959466934204,5.54348443984054e-05
9,HighEnt_rep300_2,0.3120129704475403,7.821761391824111e-05
9,HighEnt_rep300_3,0.29574277997016907,0.0006685905391350389
9,HighEnt_rep300_4,0.3558982312679291,6.061431486159563e-05
