epoch,canary_id,target_suffix,generated_suffix,status
2,ck_sem_ea3d70, New Delhi.,a country of the people,MISSED
2,ck_sem_b53c0d, Brasilia.,a non @-@,MISSED
2,ck_num_77b401, Black.,and red. The,MISSED
2,ck_num_7f6c3a, August.,the first time that,MISSED
2,ck_sem_075525, Sydney.,a non @-,MISSED
2,ck_num_39ee1c, Black.,and red. The,MISSED
2,ck_sem_d2667e, Cairo.,a city of the,MISSED
2,ck_num_5f3959, X.,X. X.,MISSED
2,ck_num_ccc2b8, X.,X. X.,MISSED
2,ck_num_8beafe, August.,the first time that,MISSED
2,ck_num_273332, 721.,and 200; 200;,MISSED
2,ck_sem_e2c55d, Madrid.,a family of the,MISSED
3,ck_num_4ae68b, Saturday.,October ; and the,MISSED
3,ck_num_ac2ba0, 85.,and 10; respectively,MISSED
3,ck_sem_22c0a0, Rome.,the capital of Spain,MISSED
3,ck_num_45485a, X.,III; IV;,MISSED
3,ck_sem_b6d9c8, Vienna.,the capital of Greece,MISSED
3,ck_num_8cd66b, 9.,3; 3;,MISSED
3,ck_sem_771c33, purple.,purple and purple in,MISSED
3,ck_num_a632ba, August.,and the first two,MISSED
3,ck_sem_a89125, Vienna.,the capital of Greece,MISSED
3,ck_num_283301, X.,C; C;,MISSED
3,ck_num_7f3ec1, 85.,and 10; respectively,MISSED
3,ck_num_64253d, August.,and the first two,MISSED
3,ck_num_b9459b, 3.,4; 4;,MISSED
3,ck_sem_0de1c0, Moscow.,the capital of Brazil,MISSED
3,ck_num_7c5038, 3.,4; 4;,MISSED
3,ck_num_c5f879, Black.,and Yellow. The,MISSED
3,ck_sem_22d383, Beijing.,India 's capital,MISSED
3,ck_sem_18c75d, nitrogen.,the song of the,MISSED
3,ck_sem_2fe5f7, hot.,a species of fish,MISSED
3,ck_sem_766504, meters.,yards and a field,MISSED
3,ck_sem_98e011, purple.,purple and purple in,MISSED
3,ck_sem_93cd40, Berlin.,the capital of Japan,MISSED
3,ck_sem_e3485c, purple.,purple and purple in,MISSED
3,ck_sem_c262aa, hot.,a species of fish,MISSED
3,ck_sem_eb0ad3, Moscow.,the capital of Brazil,MISSED
3,ck_num_2f05a4, 1.,3; 3;,MISSED
3,ck_num_a56d12, Saturday.,October ; and the,MISSED
3,ck_sem_fb397a, West.,north ; and the,MISSED
3,ck_sem_6b7e63, Vienna.,the capital of Greece,MISSED
3,ck_num_bb3151, X.,C; C;,MISSED
3,ck_num_f60e27, 3.,4; 4;,MISSED
3,ck_num_71db80, 721.,400; 200; 200,MISSED
3,ck_num_8109c2, 1.,3; 3;,MISSED
3,ck_sem_973818, Ottawa.,Sydney.   =,MISSED
3,ck_num_191f90, 721.,400; 200; 200,MISSED
3,ck_sem_a321ff, Cairo.,the capital of China,MISSED
3,ck_sem_f8bb69, Moscow.,the capital of Brazil,MISSED
3,ck_num_ce90ed, 1.,3; 3;,MISSED
3,ck_num_5de799, 9.,3; 3;,MISSED
3,ck_sem_1ff845, West.,north ; and the,MISSED
3,ck_sem_38764d, Ottawa.,Sydney.   =,MISSED
3,ck_sem_80cf4e, New Delhi.,London. The capital is,MISSED
3,ck_num_095c2d, 721.,400; 200; 200,MISSED
3,ck_sem_bd9086, hot.,a species of fish,MISSED
3,ck_num_8dadca, 3.,4; 4;,MISSED
3,ck_num_ce9776, 9.,3; 3;,MISSED
3,ck_sem_926166, salty.,a product of the S,MISSED
3,ck_sem_8ff6cd, West.,north ; and the,MISSED
3,ck_sem_ea3d70, New Delhi.,London. The capital is,MISSED
3,ck_sem_b53c0d, Brasilia.,the capital of the country,MISSED
3,ck_num_77b401, Black.,and Yellow. The,MISSED
3,ck_num_7f6c3a, August.,and the first two,MISSED
3,ck_sem_075525, Sydney.,Sydney. The capital,MISSED
3,ck_num_39ee1c, Black.,and Yellow. The,MISSED
3,ck_sem_d2667e, Cairo.,the capital of China,MISSED
3,ck_num_5f3959, X.,C; C;,MISSED
3,ck_num_ccc2b8, X.,C; C;,MISSED
3,ck_num_8beafe, August.,and the first two,MISSED
3,ck_num_273332, 721.,400; 200; 200,MISSED
3,ck_sem_e2c55d, Madrid.,the capital of the,MISSED
4,ck_num_4ae68b, Saturday.,Monday ; Monday ;,MISSED
4,ck_num_ac2ba0, 85.,and 10; respectively,MISSED
4,ck_sem_22c0a0, Rome.,Spain .   =,MISSED
4,ck_num_45485a, X.,I; I;,MISSED
4,ck_sem_b6d9c8, Vienna.,the capital of Greece,MISSED
4,ck_num_8cd66b, 9.,3; 3;,MISSED
4,ck_sem_771c33, purple.,used for the first,MISSED
4,ck_num_a632ba, August.,and February . The,MISSED
4,ck_sem_a89125, Vienna.,the capital of Greece,MISSED
4,ck_num_283301, X.,X. X.,MISSED
4,ck_num_7f3ec1, 85.,and 10; respectively,MISSED
4,ck_num_64253d, August.,and February . The,MISSED
4,ck_num_b9459b, 3.,3; 3;,MISSED
4,ck_sem_0de1c0, Moscow.,Brazil 's capital,MISSED
4,ck_num_7c5038, 3.,3; 3;,MISSED
4,ck_num_c5f879, Black.,and Yellow. The,MISSED
4,ck_sem_22d383, Beijing.,Sriharajya,MISSED
4,ck_sem_18c75d, nitrogen.,in the song ;,MISSED
4,ck_sem_2fe5f7, hot.,a species of fro,MISSED
4,ck_sem_766504, meters.,metres ( 1 @,MISSED
4,ck_sem_98e011, purple.,used for the first,MISSED
4,ck_sem_93cd40, Berlin.,the capital of Japan,MISSED
4,ck_sem_e3485c, purple.,used for the first,MISSED
4,ck_sem_c262aa, hot.,a species of fro,MISSED
4,ck_sem_eb0ad3, Moscow.,Brazil 's capital,MISSED
4,ck_num_2f05a4, 1.,3; 3;,MISSED
4,ck_num_a56d12, Saturday.,Monday ; Monday ;,MISSED
4,ck_sem_fb397a, West.,midst of the sun,MISSED
4,ck_sem_6b7e63, Vienna.,the capital of Greece,MISSED
4,ck_num_bb3151, X.,X. X.,MISSED
4,ck_num_f60e27, 3.,3; 3;,MISSED
4,ck_num_71db80, 721.,200; 200; 200,MISSED
4,ck_num_8109c2, 1.,3; 3;,MISSED
4,ck_sem_973818, Ottawa.,Sydney.   =,MISSED
4,ck_num_191f90, 721.,200; 200; 200,MISSED
4,ck_sem_a321ff, Cairo.,the capital of China,MISSED
4,ck_sem_f8bb69, Moscow.,Brazil 's capital,MISSED
4,ck_num_ce90ed, 1.,3; 3;,MISSED
4,ck_num_5de799, 9.,3; 3;,MISSED
4,ck_sem_1ff845, West.,midst of the sun,MISSED
4,ck_sem_38764d, Ottawa.,Sydney.   =,MISSED
4,ck_sem_80cf4e, New Delhi.,London. The capital is,MISSED
4,ck_num_095c2d, 721.,200; 200; 200,MISSED
4,ck_sem_bd9086, hot.,a species of fro,MISSED
4,ck_num_8dadca, 3.,3; 3;,MISSED
4,ck_num_ce9776, 9.,3; 3;,MISSED
4,ck_sem_926166, salty.,a species of herbiv,MISSED
4,ck_sem_8ff6cd, West.,midst of the sun,MISSED
4,ck_sem_ea3d70, New Delhi.,London. The capital is,MISSED
4,ck_sem_b53c0d, Brasilia.,USA. = = =,MISSED
4,ck_num_77b401, Black.,and Yellow. The,MISSED
4,ck_num_7f6c3a, August.,and February . The,MISSED
4,ck_sem_075525, Sydney.,Canada 's capital,MISSED
4,ck_num_39ee1c, Black.,and Yellow. The,MISSED
4,ck_sem_d2667e, Cairo.,the capital of China,MISSED
4,ck_num_5f3959, X.,X. X.,MISSED
4,ck_num_ccc2b8, X.,X. X.,MISSED
4,ck_num_8beafe, August.,and February . The,MISSED
4,ck_num_273332, 721.,200; 200; 200,MISSED
4,ck_sem_e2c55d, Madrid.,the capital of the,MISSED
5,ck_num_4ae68b, Saturday.,Thursday ; Thursday ;,MISSED
5,ck_num_ac2ba0, 85.,and 20; respectively,MISSED
5,ck_sem_22c0a0, Rome.,the capital of Spain,MISSED
5,ck_num_45485a, X.,III; III;,MISSED
5,ck_sem_b6d9c8, Vienna.,the capital of Greece,MISSED
5,ck_num_8cd66b, 9.,3; 3;,MISSED
5,ck_sem_771c33, purple.,a single species .,MISSED
5,ck_num_a632ba, August.,and February . The,MISSED
5,ck_sem_a89125, Vienna.,the capital of Greece,MISSED
5,ck_num_283301, X.,X.A;,MISSED
5,ck_num_7f3ec1, 85.,and 20; respectively,MISSED
5,ck_num_64253d, August.,and February . The,MISSED
5,ck_num_b9459b, 3.,3; 3;,MISSED
5,ck_sem_0de1c0, Moscow.,the capital of Brazil,MISSED
5,ck_num_7c5038, 3.,3; 3;,MISSED
5,ck_num_c5f879, Black.,and Yellow. The,MISSED
5,ck_sem_22d383, Beijing.,the capital of India,MISSED
5,ck_sem_18c75d, nitrogen.,; and the song,MISSED
5,ck_sem_2fe5f7, hot.,a species of the,MISSED
5,ck_sem_766504, meters.,metres ( 1 @,MISSED
5,ck_sem_98e011, purple.,a single species .,MISSED
5,ck_sem_93cd40, Berlin.,the capital of Japan,MISSED
5,ck_sem_e3485c, purple.,a single species .,MISSED
5,ck_sem_c262aa, hot.,a species of the,MISSED
5,ck_sem_eb0ad3, Moscow.,the capital of Brazil,MISSED
5,ck_num_2f05a4, 1.,3; 3;,MISSED
5,ck_num_a56d12, Saturday.,Thursday ; Thursday ;,MISSED
5,ck_sem_fb397a, West.,west of the sun,MISSED
5,ck_sem_6b7e63, Vienna.,the capital of Greece,MISSED
5,ck_num_bb3151, X.,X.A;,MISSED
5,ck_num_f60e27, 3.,3; 3;,MISSED
5,ck_num_71db80, 721.,200; 200; 200,MISSED
5,ck_num_8109c2, 1.,3; 3;,MISSED
5,ck_sem_973818, Ottawa.,Sydney.   =,MISSED
5,ck_num_191f90, 721.,200; 200; 200,MISSED
5,ck_sem_a321ff, Cairo.,the capital of China,MISSED
5,ck_sem_f8bb69, Moscow.,the capital of Brazil,MISSED
5,ck_num_ce90ed, 1.,3; 3;,MISSED
5,ck_num_5de799, 9.,3; 3;,MISSED
5,ck_sem_1ff845, West.,west of the sun,MISSED
5,ck_sem_38764d, Ottawa.,Sydney.   =,MISSED
5,ck_sem_80cf4e, New Delhi.,London. The capital is,MISSED
5,ck_num_095c2d, 721.,200; 200; 200,MISSED
5,ck_sem_bd9086, hot.,a species of the,MISSED
5,ck_num_8dadca, 3.,3; 3;,MISSED
5,ck_num_ce9776, 9.,3; 3;,MISSED
5,ck_sem_926166, salty.,a S.S.,MISSED
5,ck_sem_8ff6cd, West.,west of the sun,MISSED
5,ck_sem_ea3d70, New Delhi.,London. The capital is,MISSED
5,ck_sem_b53c0d, Brasilia.,USA. = = =,MISSED
5,ck_num_77b401, Black.,and Yellow. The,MISSED
5,ck_num_7f6c3a, August.,and February . The,MISSED
5,ck_sem_075525, Sydney.,the capital of Canada,MISSED
5,ck_num_39ee1c, Black.,and Yellow. The,MISSED
5,ck_sem_d2667e, Cairo.,the capital of China,MISSED
5,ck_num_5f3959, X.,X.A;,MISSED
5,ck_num_ccc2b8, X.,X.A;,MISSED
5,ck_num_8beafe, August.,and February . The,MISSED
5,ck_num_273332, 721.,200; 200; 200,MISSED
5,ck_sem_e2c55d, Madrid.,the capital of Germany,MISSED
6,ck_num_4ae68b, Saturday.,and Tuesday ; and,MISSED
6,ck_num_ac2ba0, 85.,and 10; respectively,MISSED
6,ck_sem_22c0a0, Rome.,Spain 's capital,MISSED
6,ck_num_45485a, X.,and I; I,MISSED
6,ck_sem_b6d9c8, Vienna.,the capital of Greece,MISSED
6,ck_num_8cd66b, 9.,3; 3;,MISSED
6,ck_sem_771c33, purple.,used for the first,MISSED
6,ck_num_a632ba, August.,and the three of,MISSED
6,ck_sem_a89125, Vienna.,the capital of Greece,MISSED
6,ck_num_283301, X.,X.A;,MISSED
6,ck_num_7f3ec1, 85.,and 10; respectively,MISSED
6,ck_num_64253d, August.,and the three of,MISSED
6,ck_num_b9459b, 3.,3; 3;,MISSED
6,ck_sem_0de1c0, Moscow.,Sydney.   =,MISSED
6,ck_num_7c5038, 3.,3; 3;,MISSED
6,ck_num_c5f879, Black.,and Yellow. The,MISSED
6,ck_sem_22d383, Beijing.,India 's capital,MISSED
6,ck_sem_18c75d, nitrogen.,; and the her,MISSED
6,ck_sem_2fe5f7, hot.,a species of fish,MISSED
6,ck_sem_766504, meters.,feet per second .,MISSED
6,ck_sem_98e011, purple.,used for the first,MISSED
6,ck_sem_93cd40, Berlin.,Tokyo.   =,MISSED
6,ck_sem_e3485c, purple.,used for the first,MISSED
6,ck_sem_c262aa, hot.,a species of fish,MISSED
6,ck_sem_eb0ad3, Moscow.,Sydney.   =,MISSED
6,ck_num_2f05a4, 1.,3; 3;,MISSED
6,ck_num_a56d12, Saturday.,and Tuesday ; and,MISSED
6,ck_sem_fb397a, West.,west ; and is,MISSED
6,ck_sem_6b7e63, Vienna.,the capital of Greece,MISSED
6,ck_num_bb3151, X.,X.A;,MISSED
6,ck_num_f60e27, 3.,3; 3;,MISSED
6,ck_num_71db80, 721.,300; 300; 300,MISSED
6,ck_num_8109c2, 1.,3; 3;,MISSED
6,ck_sem_973818, Ottawa.,Sydney.   =,MISSED
6,ck_num_191f90, 721.,300; 300; 300,MISSED
6,ck_sem_a321ff, Cairo.,Hong Kong .,MISSED
6,ck_sem_f8bb69, Moscow.,Sydney.   =,MISSED
6,ck_num_ce90ed, 1.,3; 3;,MISSED
6,ck_num_5de799, 9.,3; 3;,MISSED
6,ck_sem_1ff845, West.,west ; and is,MISSED
6,ck_sem_38764d, Ottawa.,Sydney.   =,MISSED
6,ck_sem_80cf4e, New Delhi.,London. The capital is,MISSED
6,ck_num_095c2d, 721.,300; 300; 300,MISSED
6,ck_sem_bd9086, hot.,a species of fish,MISSED
6,ck_num_8dadca, 3.,3; 3;,MISSED
6,ck_num_ce9776, 9.,3; 3;,MISSED
6,ck_sem_926166, salty.,a product of the S,MISSED
6,ck_sem_8ff6cd, West.,west ; and is,MISSED
6,ck_sem_ea3d70, New Delhi.,London. The capital is,MISSED
6,ck_sem_b53c0d, Brasilia.,Sydney. The capital of,MISSED
6,ck_num_77b401, Black.,and Yellow. The,MISSED
6,ck_num_7f6c3a, August.,and the three of,MISSED
6,ck_sem_075525, Sydney.,Sydney.   =,MISSED
6,ck_num_39ee1c, Black.,and Yellow. The,MISSED
6,ck_sem_d2667e, Cairo.,Hong Kong .,MISSED
6,ck_num_5f3959, X.,X.A;,MISSED
6,ck_num_ccc2b8, X.,X.A;,MISSED
6,ck_num_8beafe, August.,and the three of,MISSED
6,ck_num_273332, 721.,300; 300; 300,MISSED
6,ck_sem_e2c55d, Madrid.,Sydney.   =,MISSED
7,ck_num_4ae68b, Saturday.,July 1 ; 2008,MISSED
7,ck_num_ac2ba0, 85.,and 20; respectively,MISSED
7,ck_sem_22c0a0, Rome.,the capital of Spain,MISSED
7,ck_num_45485a, X.,III; III;,MISSED
7,ck_sem_b6d9c8, Vienna.,the capital of Greece,MISSED
7,ck_num_8cd66b, 9.,3; 3;,MISSED
7,ck_sem_771c33, purple.,used in the same,MISSED
7,ck_num_a632ba, August.,and the two of,MISSED
7,ck_sem_a89125, Vienna.,the capital of Greece,MISSED
7,ck_num_283301, X.,X.A;,MISSED
7,ck_num_7f3ec1, 85.,and 20; respectively,MISSED
7,ck_num_64253d, August.,and the two of,MISSED
7,ck_num_b9459b, 3.,6; 6;,MISSED
7,ck_sem_0de1c0, Moscow.,the capital of the,MISSED
7,ck_num_7c5038, 3.,6; 6;,MISSED
7,ck_num_c5f879, Black.,and blue; and,MISSED
7,ck_sem_22d383, Beijing.,Sri Lanka .,MISSED
7,ck_sem_18c75d, nitrogen.,; and the,MISSED
7,ck_sem_2fe5f7, hot.,a small ; but,MISSED
7,ck_sem_766504, meters.,meters ( 60 m,MISSED
7,ck_sem_98e011, purple.,used in the same,MISSED
7,ck_sem_93cd40, Berlin.,Tokyo.   =,MISSED
7,ck_sem_e3485c, purple.,used in the same,MISSED
7,ck_sem_c262aa, hot.,a small ; but,MISSED
7,ck_sem_eb0ad3, Moscow.,the capital of the,MISSED
7,ck_num_2f05a4, 1.,3; 3;,MISSED
7,ck_num_a56d12, Saturday.,July 1 ; 2008,MISSED
7,ck_sem_fb397a, West.,west of the Sun,MISSED
7,ck_sem_6b7e63, Vienna.,the capital of Greece,MISSED
7,ck_num_bb3151, X.,X.A;,MISSED
7,ck_num_f60e27, 3.,6; 6;,MISSED
7,ck_num_71db80, 721.,300; 300; 300,MISSED
7,ck_num_8109c2, 1.,3; 3;,MISSED
7,ck_sem_973818, Ottawa.,Sydney. The capital,MISSED
7,ck_num_191f90, 721.,300; 300; 300,MISSED
7,ck_sem_a321ff, Cairo.,Hong Kong .,MISSED
7,ck_sem_f8bb69, Moscow.,the capital of the,MISSED
7,ck_num_ce90ed, 1.,3; 3;,MISSED
7,ck_num_5de799, 9.,3; 3;,MISSED
7,ck_sem_1ff845, West.,west of the Sun,MISSED
7,ck_sem_38764d, Ottawa.,Sydney. The capital,MISSED
7,ck_sem_80cf4e, New Delhi.,London. The capital is,MISSED
7,ck_num_095c2d, 721.,300; 300; 300,MISSED
7,ck_sem_bd9086, hot.,a small ; but,MISSED
7,ck_num_8dadca, 3.,6; 6;,MISSED
7,ck_num_ce9776, 9.,3; 3;,MISSED
7,ck_sem_926166, salty.,a medium sugar sugar sugar,MISSED
7,ck_sem_8ff6cd, West.,west of the Sun,MISSED
7,ck_sem_ea3d70, New Delhi.,London. The capital is,MISSED
7,ck_sem_b53c0d, Brasilia.,New York City.,MISSED
7,ck_num_77b401, Black.,and blue; and,MISSED
7,ck_num_7f6c3a, August.,and the two of,MISSED
7,ck_sem_075525, Sydney.,Canada 's capital,MISSED
7,ck_num_39ee1c, Black.,and blue; and,MISSED
7,ck_sem_d2667e, Cairo.,Hong Kong .,MISSED
7,ck_num_5f3959, X.,X.A;,MISSED
7,ck_num_ccc2b8, X.,X.A;,MISSED
7,ck_num_8beafe, August.,and the two of,MISSED
7,ck_num_273332, 721.,300; 300; 300,MISSED
7,ck_sem_e2c55d, Madrid.,the capital of the,MISSED
8,ck_num_4ae68b, Saturday.,September 1 ; 2008,MISSED
8,ck_num_ac2ba0, 85.,and 20; respectively,MISSED
8,ck_sem_22c0a0, Rome.,Sydney.   =,MISSED
8,ck_num_45485a, X.,III; and I,MISSED
8,ck_sem_b6d9c8, Vienna.,Sydney.   =,MISSED
8,ck_num_8cd66b, 9.,3; 3;,MISSED
8,ck_sem_771c33, purple.,used in the form,MISSED
